"NAF Nr";"NAF name";"Country";"Registration Date";"Expiry Date"
"16114";"kriswoods22";"England";"2010-04-16";"2016-06-14"
"16115";"Smitty";"England";"2010-04-17";"2011-04-17"
"16116";"Scally";"England";"2010-04-17";"2023-10-23"
"16117";"The_Apprentice";"England";"2010-04-17";"2011-04-17"
"16118";"adam";"Italy";"2010-04-17";"2022-08-26"
"16119";"john";"Italy";"2010-04-17";"2011-04-17"
"16120";"Alfman";"Spain";"2010-04-17";"2011-04-17"
"16121";"Zusto";"Spain";"2010-04-17";"2025-02-27"
"16122";"Ayo_jurbal";"Spain";"2010-04-17";"2019-08-16"
"16123";"Biblio";"Spain";"2010-04-17";"2011-04-17"
"16124";"Domin";"Spain";"2010-04-17";"2011-04-17"
"16125";"Lipschitzz";"Spain";"2010-04-17";"2011-04-17"
"16126";"Lord_bane";"Spain";"2010-04-17";"2011-04-17"
"16127";"Maikel";"Spain";"2010-04-17";"2020-07-29"
"16128";"Marin";"Spain";"2010-04-17";"2011-04-17"
"16129";"Mcfarlane";"Spain";"2010-04-17";"2011-04-17"
"16130";"Noerciux";"Spain";"2010-04-17";"2020-03-19"
"16131";"Pako_SF";"Spain";"2010-04-17";"2025-05-21"
"16132";"Palomares";"Spain";"2010-04-17";"2011-04-17"
"16133";"Sadgar";"Spain";"2010-04-17";"2011-04-17"
"16134";"Sasu";"Spain";"2010-04-17";"2019-12-19"
"16135";"Steel1";"Spain";"2010-04-17";"2011-04-17"
"16136";"Uhiellf";"Spain";"2010-04-17";"2011-04-17"
"16137";"diana";"Denmark";"2010-04-17";"2011-04-17"
"16138";"gnoblar";"Croatia";"2010-04-18";"2011-04-18"
"16139";"wittman79";"England";"2010-04-18";"2023-06-14"
"16140";"Poppel";"Germany";"2010-04-18";"2013-04-18"
"16141";"Sir_Tom";"Germany";"2010-04-18";"2011-04-18"
"16142";"euskalita";"France";"2010-04-18";"2011-04-18"
"16143";"dalfort";"England";"2010-04-18";"2016-02-27"
"16144";"karandras";"Spain";"2010-04-18";"2015-04-10"
"16145";"spyrer";"Japan";"2010-04-18";"2011-04-18"
"16146";"mattydontlikeit";"United States of America";"2010-04-18";"2017-10-03"
"16147";"Azarael";"Australia";"2010-04-19";"2011-04-19"
"16148";"Sand";"Australia";"2010-04-19";"2011-04-19"
"16149";"dhalsim";"Spain";"2010-04-19";"2011-04-19"
"16150";"spoon37";"United States of America";"2010-04-19";"2014-04-25"
"16151";"x-law22";"United States of America";"2010-04-19";"2014-05-23"
"16152";"camiami";"France";"2010-04-20";"2011-04-20"
"16153";"Tschantalle";"Germany";"2010-04-20";"2013-04-20"
"16154";"Papa_Nurgle";"Germany";"2010-04-20";"2013-04-20"
"16155";"nattmask";"Sweden";"2010-04-20";"2011-04-20"
"16156";"dsavage";"United States of America";"2010-04-20";"2011-04-20"
"16157";"infinite_array";"United States of America";"2010-04-20";"2011-04-20"
"16158";"greeknationalleague";"Greece";"2010-04-21";"2011-04-21"
"16159";"venturis3000";"England";"2010-04-21";"2011-04-21"
"16160";"boltar";"Germany";"2010-04-21";"2022-06-14"
"16161";"jmocartmell";"United States of America";"2010-04-21";"2011-04-21"
"16162";"stab_ruti";"France";"2010-04-21";"2013-01-16"
"16163";"madhatter";"United States of America";"2010-04-21";"2026-12-31"
"16164";"Zakspeed";"England";"2010-04-22";"2011-04-22"
"16165";"finallytherock";"England";"2010-04-22";"2011-04-22"
"16166";"grimhack";"Belgium";"2010-04-22";"2012-04-22"
"16167";"kamonohashi";"Spain";"2010-04-23";"2011-04-23"
"16168";"chaplainrobb";"United States of America";"2010-04-23";"2011-04-23"
"16169";"stooper";"Canada";"2010-04-24";"2011-04-24"
"16170";"Greeve";"United States of America";"2010-04-24";"2011-04-24"
"16171";"underatedsuperstar";"United States of America";"2010-04-24";"2012-04-24"
"16172";"justice1";" Undisclosed";"2010-04-24";"2011-04-24"
"16173";"starwatcher";"Austria";"2010-04-25";"2011-04-25"
"16174";"Guthwine";"Austria";"2010-04-25";"2014-04-25"
"16175";"Shonkhor";"Wales";"2010-04-25";"2026-09-16"
"16176";"Nazgob";"England";"2010-04-25";"2025-09-13"
"16177";"Kezzianne";"England";"2010-04-25";"2011-04-25"
"16178";"Darkgreenangel";"England";"2010-04-25";"2025-02-20"
"16179";"Manicmuncher";"England";"2010-04-25";"2011-04-25"
"16180";"Eski";"England";"2010-04-25";"2022-10-31"
"16181";"snellix";"Italy";"2010-04-25";"2025-01-27"
"16182";"Littlematt";"Austria";"2010-04-26";"2011-04-26"
"16183";"krikkit66";"United States of America";"2010-04-27";"2011-04-27"
"16184";"wotfudboy";"England";"2010-04-27";"2026-11-01"
"16185";"AL13N";"United States of America";"2010-04-27";"2025-09-08"
"16186";"Nicolas";"France";"2010-04-28";"2011-04-28"
"16187";"irishmike84";"United States of America";"2010-04-28";"2011-04-28"
"16188";"allesmeinz";"Germany";"2010-04-28";"2014-04-28"
"16189";"timbanks";"England";"2010-04-29";"2011-04-29"
"16190";"gapow";"England";"2010-04-29";"2012-04-29"
"16191";"nixusminimax";"Germany";"2010-04-29";"2011-04-29"
"16192";"jakk42";"England";"2010-04-29";"2011-04-29"
"16193";"Muddi";"Australia";"2010-04-30";"2013-04-30"
"16194";"patricksweeney";"England";"2010-04-30";"2011-04-30"
"16195";"ugrosh";"Argentina";"2010-04-30";"2020-07-07"
"16196";"kinderknm";"United States of America";"2010-04-30";"2013-04-30"
"16197";"jamie";"Australia";"2010-05-01";"2025-02-12"
"16198";"drax";"England";"2010-05-01";"2011-05-01"
"16199";"cyormch";"United States of America";"2010-05-02";"2013-05-02"
"16200";"pickles1976";"England";"2010-05-03";"2011-05-03"
"16201";"Jygro";"United States of America";"2010-05-03";"2012-07-10"
"16202";"alaric_grimjaw";"England";"2010-05-03";"2011-05-09"
"16203";"driim";"Finland";"2010-05-03";"2011-05-03"
"16204";"Alchemy";"France";"2010-05-03";"2017-09-06"
"16205";"Frakas";"France";"2010-05-03";"2012-05-03"
"16206";"Darky";"France";"2010-05-03";"2015-02-10"
"16207";"Gregereggae";"France";"2010-05-03";"2014-05-03"
"16208";"Atom";"France";"2010-05-03";"2022-07-13"
"16209";"Lion_Noir";"France";"2010-05-03";"2017-09-06"
"16210";"Mimic";"France";"2010-05-03";"2011-05-03"
"16211";"Popov";"France";"2010-05-03";"2017-09-06"
"16212";"Ghostdog";"Poland";"2010-05-03";"2026-01-25"
"16213";"Sebotouno";"France";"2010-05-03";"2024-10-08"
"16214";"rodge";"Ireland";"2010-05-03";"2019-12-18"
"16215";"sandman";"England";"2010-05-04";"2011-05-04"
"16216";"lordjesse";"United States of America";"2010-05-04";"2011-05-04"
"16217";"imaspy";"England";"2010-05-04";"2011-05-04"
"16218";"diogeneNorfine";"France";"2010-05-04";"2013-05-04"
"16219";"scibbl";"Australia";"2010-05-05";"2011-05-05"
"16220";"fusehead";"United States of America";"2010-05-05";"2018-09-17"
"16221";"riky";"Spain";"2010-05-05";"2011-05-05"
"16222";"moisy";"France";"2010-05-06";"2012-05-06"
"16224";"TheChamp";"England";"2010-05-06";"2025-10-29"
"16225";"khetep";"Spain";"2010-05-07";"2011-05-07"
"16226";"Epsilon";"France";"2010-05-08";"2011-05-08"
"16227";"Joker";"France";"2010-05-08";"2011-05-08"
"16228";"crushar";"United States of America";"2010-05-08";"2012-05-08"
"16229";"ferkit";"England";"2010-05-08";"2011-05-08"
"16230";"NordicJake";"England";"2010-05-09";"2011-05-09"
"16231";"Mazzatestflight";"England";"2010-05-09";"2011-05-09"
"16232";"Scarsnitch";"England";"2010-05-09";"2011-05-09"
"16233";"Nospamyeti";"England";"2010-05-09";"2011-05-09"
"16234";"DuncanMitchell";"England";"2010-05-09";"2011-05-09"
"16235";"Fangsten";"Sweden";"2010-05-09";"2017-07-31"
"16236";"DaleGray";"England";"2010-05-09";"2011-05-09"
"16237";"ThorNThorg";"Sweden";"2010-05-09";"2023-07-02"
"16238";"melisqus";"Sweden";"2010-05-09";"2024-07-17"
"16239";"drieddead";"United States of America";"2010-05-09";"2011-05-09"
"16240";"Didimonster";"England";"2010-05-09";"2011-05-09"
"16241";"DominicSmyth";"England";"2010-05-09";"2011-05-09"
"16242";"JamesAG13";"England";"2010-05-09";"2012-10-03"
"16243";"MurrayWilson";"England";"2010-05-09";"2011-05-09"
"16244";"AndyClark";"England";"2010-05-09";"2011-05-09"
"16245";"TonyBlackOrc";"England";"2010-05-09";"2011-05-09"
"16246";"Rodiantox";"Italy";"2010-05-10";"2012-05-10"
"16247";"hai-pe-neki";"Italy";"2010-05-10";"2012-05-10"
"16248";"toxicheaven";"Netherlands";"2010-05-10";"2011-05-10"
"16249";"infallible";"United States of America";"2010-05-10";"2013-05-10"
"16250";"yost";"Netherlands";"2010-05-11";"2011-05-11"
"16251";"Dead_Stalker";"United States of America";"2010-05-11";"2011-05-11"
"16252";"Adimarco";"United States of America";"2010-05-11";"2011-05-11"
"16253";"King";"United States of America";"2010-05-11";"2013-10-19"
"16254";"jaybarlekamp";"United States of America";"2010-05-11";"2011-05-11"
"16255";"kidstealth";"Germany";"2010-05-11";"2025-11-06"
"16256";"Mr_Rohlborg";"Italy";"2010-05-12";"2025-06-02"
"16257";"mindslayer";"England";"2010-05-12";"2011-05-12"
"16258";"morry83";"Germany";"2010-05-12";"2025-03-01"
"16259";"Bidone";"Italy";"2010-05-13";"2026-01-15"
"16260";"Matos";"Italy";"2010-05-13";"2017-11-07"
"16261";"Aust";"Italy";"2010-05-13";"2011-05-13"
"16262";"Sampei";"Italy";"2010-05-13";"2011-05-13"
"16263";"Scratch";"Italy";"2010-05-13";"2012-05-13"
"16264";"Mimmus";"Italy";"2010-05-13";"2012-05-13"
"16265";"Kalloc";"Germany";"2010-05-13";"2013-05-13"
"16266";"Tömötöm";"Germany";"2010-05-13";"2011-05-13"
"16267";"Simsheep";"Switzerland";"2010-05-13";"2011-05-13"
"16268";"Kaiserzozey";"Switzerland";"2010-05-13";"2011-05-13"
"16269";"Andertheker";"Switzerland";"2010-05-13";"2011-05-13"
"16270";"visax";"Finland";"2010-05-14";"2011-05-14"
"16271";"gideus";"Canada";"2010-05-14";"2011-05-14"
"16272";"LusT";"Italy";"2010-05-14";"2011-05-14"
"16273";"suffer";"Australia";"2010-05-15";"2021-02-09"
"16274";"evanspa";"United States of America";"2010-05-16";"2011-05-16"
"16275";"Particleman";"United States of America";"2010-05-16";"2011-05-16"
"16276";"ajon";"Finland";"2010-05-17";"2011-05-17"
"16277";"yumi_cheeseman";"Australia";"2010-05-17";"2012-05-17"
"16278";"duckwing";"Sweden";"2010-05-18";"2025-04-28"
"16279";"alvarogordo";"Spain";"2010-05-18";"2011-05-18"
"16280";"nifacepainter";"England";"2010-05-18";"2011-05-18"
"16281";"blackhawk";"Netherlands";"2010-05-18";"2011-05-18"
"16282";"jesseswift";"Australia";"2010-05-18";"2011-05-18"
"16283";"BananaJoe";"Italy";"2010-05-19";"2011-05-19"
"16284";"davek";"United States of America";"2010-05-19";"2011-05-19"
"16286";"failard";"United Arab Emirates";"2010-05-19";"2011-05-19"
"16287";"jilgo";"Spain";"2010-05-20";"2011-05-20"
"16288";"moor";"Italy";"2010-05-20";"2013-10-02"
"16289";"sagaste";"Spain";"2010-05-20";"2011-05-20"
"16290";"kitstjohn";"Australia";"2010-05-20";"2013-05-20"
"16291";"soulflower";"Sweden";"2010-05-20";"2011-05-20"
"16292";"drdookums";"United States of America";"2010-05-21";"2012-09-15"
"16293";"wyandottemike";"United States of America";"2010-05-21";"2012-10-24"
"16294";"captainwhimsy";"United States of America";"2010-05-21";"2011-05-21"
"16295";"shaunburnett";"England";"2010-05-22";"2012-05-22"
"16296";"Willow";"Canada";"2010-05-24";"2013-01-30"
"16297";"shusaku";"Germany";"2010-05-24";"2011-05-24"
"16298";"firkaag";"France";"2010-05-24";"2011-05-24"
"16299";"maximmus";"France";"2010-05-25";"2012-05-25"
"16300";"blaad";"France";"2010-05-25";"2013-01-31"
"16301";"damian";"England";"2010-05-25";"2011-05-25"
"16302";"ptchnk";"France";"2010-05-27";"2025-05-03"
"16303";"jago";"Spain";"2010-05-27";"2014-11-14"
"16304";"mightyg";"Sweden";"2010-05-27";"2022-03-21"
"16305";"aythem";"United States of America";"2010-05-28";"2025-08-21"
"16306";"kahelm";"France";"2010-05-28";"2011-05-28"
"16307";"scarrywabbitt";"England";"2010-05-29";"2011-05-29"
"16308";"JLBrown";"England";"2010-05-29";"2011-05-29"
"16309";"chris1rae@gmail.com";"England";"2010-05-30";"2011-05-30"
"16310";"slann";"United States of America";"2010-05-31";"2011-05-31"
"16311";"goat314";"United States of America";"2010-06-01";"2020-03-31"
"16312";"redwilli";"Ireland";"2010-06-02";"2011-06-02"
"16313";"balefirestorm";"Poland";"2010-06-02";"2011-06-02"
"16314";"connexion";"Portugal";"2010-06-02";"2024-08-14"
"16315";"theylan";"England";"2010-06-02";"2011-06-02"
"16316";"measuredrums";"United States of America";"2010-06-02";"2017-10-19"
"16317";"lobear";"England";"2010-06-03";"2011-06-03"
"16318";"tobycep";"England";"2010-06-03";"2011-06-03"
"16320";"gerbido";"Italy";"2010-06-04";"2026-01-04"
"16321";"Maseru";"Germany";"2010-06-05";"2025-12-03"
"16322";"phelanward";"United States of America";"2010-06-05";"2024-11-29"
"16323";"Fenix";"Spain";"2010-06-06";"2021-02-04"
"16324";"Guntar";"Spain";"2010-06-06";"2015-11-23"
"16325";"Junior";"France";"2010-06-06";"2011-06-06"
"16326";"carl_guy";"Canada";"2010-06-06";"2011-06-06"
"16327";"eblis";"Italy";"2010-06-07";"2011-06-07"
"16328";"garion";"England";"2010-06-07";"2018-09-17"
"16329";"kazzuya";"Italy";"2010-06-08";"2025-09-02"
"16330";"supersigmar";"England";"2010-06-08";"2011-06-08"
"16331";"Sarge";"United States of America";"2010-06-08";"2026-04-02"
"16332";"goubelin";"France";"2010-06-09";"2011-06-09"
"16333";"pollohombre";"Spain";"2010-06-09";"2011-06-09"
"16335";"simpledamon";"United States of America";"2010-06-10";"2011-06-10"
"16336";"Burn";"Australia";"2010-06-12";"2011-06-12"
"16337";"rayden";"Netherlands";"2010-06-13";"2011-06-13"
"16338";"blackjac";"United States of America";"2010-06-14";"2011-06-14"
"16339";"gg84";"Australia";"2010-06-14";"2011-06-14"
"16340";"pazzer";"England";"2010-06-15";"2016-12-28"
"16341";"cpt_düne";"Germany";"2010-06-15";"2011-06-15"
"16342";"dmitrizigány";"Sweden";"2010-06-15";"2011-06-15"
"16343";"porz";"Italy";"2010-06-15";"2016-06-25"
"16344";"Banesor";"Spain";"2010-06-16";"2011-06-16"
"16345";"scipio19";"Italy";"2010-06-16";"2011-06-16"
"16346";"annuzza";"Italy";"2010-06-16";"2025-10-10"
"16347";"docmaxx";"Germany";"2010-06-16";"2025-06-16"
"16348";"daihmon";"Canada";"2010-06-16";"2011-06-16"
"16349";"Viramis";"France";"2010-06-17";"2011-06-17"
"16350";"Phags";"France";"2010-06-17";"2024-07-16"
"16351";"Cryx";"France";"2010-06-17";"2011-06-17"
"16352";"lolo";"France";"2010-06-17";"2011-06-17"
"16353";"Chavrouze51";"France";"2010-06-17";"2026-04-29"
"16354";"teufane";"France";"2010-06-17";"2025-01-25"
"16355";"MadClown";"Germany";"2010-06-17";"2011-06-17"
"16356";"howlett";"Germany";"2010-06-17";"2014-06-17"
"16357";"thunderchicken";"United States of America";"2010-06-17";"2012-06-17"
"16358";"darr3ke";"Belgium";"2010-06-18";"2011-06-18"
"16359";"dragonaxe";"United States of America";"2010-06-18";"2011-06-18"
"16360";"holidayhalflife";"England";"2010-06-18";"2011-06-18"
"16361";"orc's";"Australia";"2010-06-19";"2011-06-19"
"16362";"alexmn";"Spain";"2010-06-19";"2011-06-19"
"16363";"ogrilionaldur";"England";"2010-06-20";"2011-06-20"
"16364";"ogrilion";"England";"2010-06-20";"2011-06-20"
"16365";"blackrat";"United States of America";"2010-06-20";"2025-07-23"
"16366";"nicolagabbia";"Italy";"2010-06-20";"2026-01-03"
"16367";"hackelito";"Sweden";"2010-06-20";"2011-06-20"
"16368";"Hawke";"Australia";"2010-06-21";"2011-06-21"
"16369";"ALBY";"Australia";"2010-06-21";"2011-06-21"
"16370";"brotherhood234";"Australia";"2010-06-21";"2011-06-21"
"16371";"Al_Carey";"Australia";"2010-06-21";"2011-06-21"
"16372";"GT";"Australia";"2010-06-21";"2014-04-22"
"16373";"Trubbell";"Australia";"2010-06-21";"2025-12-19"
"16374";"enano-del-caos";"Spain";"2010-06-22";"2011-06-22"
"16375";"coachtitan";"Ireland";"2010-06-24";"2011-06-24"
"16376";"mortinaminus";"England";"2010-06-24";"2011-06-24"
"16377";"guilethor";"Germany";"2010-06-24";"2011-06-24"
"16378";"zape_quimera";"Spain";"2010-06-24";"2011-06-24"
"16379";"landon";"Italy";"2010-06-25";"2011-06-25"
"16380";"pressie";"England";"2010-06-26";"2018-09-28"
"16381";"skurk78";"Finland";"2010-06-27";"2011-06-27"
"16382";"blackas";"Australia";"2010-06-28";"2017-03-17"
"16383";"sylvian";"England";"2010-06-28";"2011-06-28"
"16384";"lainey";"England";"2010-06-28";"2011-06-28"
"16385";"Prince_Ysiel";"France";"2010-06-28";"2011-06-28"
"16386";"Kayvorn";"France";"2010-06-28";"2011-06-28"
"16387";"akinos";"Spain";"2010-06-28";"2011-06-28"
"16388";"luxia";"England";"2010-06-28";"2011-06-28"
"16389";"jcarlos";"Spain";"2010-06-28";"2011-06-28"
"16390";"valean";"Italy";"2010-06-29";"2025-12-28"
"16391";"DerFeind";"Germany";"2010-06-29";"2011-06-29"
"16392";"athoran";"Spain";"2010-06-29";"2011-06-29"
"16393";"koigokoro";"Finland";"2010-06-29";"2025-08-17"
"16394";"laxjohn32";"United States of America";"2010-06-29";"2011-06-29"
"16395";"starblayde";"England";"2010-06-30";"2027-06-07"
"16396";"panzertc";"United States of America";"2010-07-02";"2011-07-02"
"16397";"niot";"France";"2010-07-03";"2024-09-30"
"16398";"drbargle";"England";"2010-07-03";"2011-07-03"
"16399";"ertai999";"England";"2010-07-03";"2012-07-03"
"16400";"Lady_loner";"Spain";"2010-07-04";"2011-07-04"
"16401";"Malvedor";"Spain";"2010-07-04";"2015-12-01"
"16402";"Xanto";"Spain";"2010-07-04";"2011-07-04"
"16403";"LC_kami";"Spain";"2010-07-04";"2025-12-18"
"16404";"Gaftein";"Spain";"2010-07-04";"2013-11-17"
"16405";"Saru_bcn";"Spain";"2010-07-04";"2013-10-23"
"16406";"M3M";"Spain";"2010-07-04";"2025-08-21"
"16407";"chris73";"Italy";"2010-07-05";"2011-07-05"
"16408";"Jackson";"Australia";"2010-07-05";"2011-07-05"
"16410";"Clipsal";"Australia";"2010-07-05";"2016-06-08"
"16411";"floydthegolfer";"England";"2010-07-05";"2011-07-05"
"16412";"wilhelmvonhaig";"Ireland";"2010-07-05";"2011-07-05"
"16413";"toffer";"New Zealand";"2010-07-05";"2025-11-04"
"16415";"iipepeii";"Hungary";"2010-07-06";"2023-11-10"
"16416";"knowmad";"England";"2010-07-06";"2026-12-29"
"16417";"ploppy_mcploppy";"England";"2010-07-06";"2026-05-15"
"16418";"lukejohnson";"England";"2010-07-06";"2011-07-06"
"16419";"beanpot";"England";"2010-07-06";"2011-07-06"
"16420";"gurunty";"England";"2010-07-06";"2011-07-06"
"16421";"elfholme";"United States of America";"2010-07-06";"2011-07-06"
"16422";"bolterbowl";"United States of America";"2010-07-07";"2011-07-07"
"16423";"netzilla";"United States of America";"2010-07-07";"2011-07-07"
"16424";"Raf";"France";"2010-07-08";"2011-07-08"
"16425";"Potter";"France";"2010-07-08";"2011-07-08"
"16426";"nono";"France";"2010-07-08";"2011-07-08"
"16427";"Stigmard";"France";"2010-07-08";"2011-07-08"
"16428";"exbenedict";"United States of America";"2010-07-08";"2012-12-03"
"16429";"unholyloki";"United States of America";"2010-07-09";"2011-07-09"
"16430";"alanjag";"England";"2010-07-09";"2011-07-09"
"16431";"jnavone";"United States of America";"2010-07-09";"2021-05-06"
"16432";"frankyfigs";"United States of America";"2010-07-10";"2011-07-10"
"16433";"nightology";"Spain";"2010-07-10";"2012-11-01"
"16434";"snorri";"Germany";"2010-07-11";"2011-07-11"
"16435";"gtorourke";"United States of America";"2010-07-11";"2011-07-11"
"16436";"andust.";"United States of America";"2010-07-11";"2011-07-11"
"16437";"iceinyoureyes";"United States of America";"2010-07-12";"2011-07-12"
"16438";"reikkoil";"United States of America";"2010-07-12";"2011-07-12"
"16439";"Gargoyles";"United States of America";"2010-07-12";"2011-07-12"
"16440";"TravisP";"United States of America";"2010-07-12";"2011-07-12"
"16441";"Mustang";"United States of America";"2010-07-12";"2011-07-12"
"16442";"teiken";"United States of America";"2010-07-12";"2019-11-11"
"16443";"majorcable";"England";"2010-07-12";"2011-07-12"
"16444";"kinotous";"Australia";"2010-07-13";"2011-07-13"
"16445";"elscorcho";"United States of America";"2010-07-13";"2017-09-24"
"16446";"mhill203";"United States of America";"2010-07-13";"2011-07-13"
"16447";"bigchief";"United States of America";"2010-07-13";"2011-07-13"
"16448";"KhorneliusPraxx";"United States of America";"2010-07-13";"2025-09-03"
"16449";"bucky";"Italy";"2010-07-14";"2020-09-26"
"16450";"chifret";"Belgium";"2010-07-14";"2011-07-14"
"16451";"helopanther505";"United States of America";"2010-07-14";"2011-07-14"
"16452";"warlok";"New Zealand";"2010-07-14";"2027-10-31"
"16453";"ChevalierFoF";"United States of America";"2010-07-14";"2011-07-14"
"16454";"wr3kka";"United States of America";"2010-07-14";"2011-07-14"
"16455";"lucianvanguard";"England";"2010-07-16";"2011-07-16"
"16456";"ratenef";"Canada";"2010-07-17";"2012-12-04"
"16457";"rogue";"Australia";"2010-07-18";"2011-07-18"
"16458";"merinoca";"United States of America";"2010-07-19";"2025-07-16"
"16459";"quentin";"New Zealand";"2010-07-19";"2028-09-28"
"16460";"iroh";"Spain";"2010-07-20";"2011-07-20"
"16461";"aximand";"Greece";"2010-07-20";"2011-07-20"
"16462";"yojimbo";"Spain";"2010-07-20";"2018-02-06"
"16463";"ajfel";"Poland";"2010-07-21";"2011-07-21"
"16464";"unstoffe";"England";"2010-07-21";"2021-02-23"
"16465";"glenner75";"England";"2010-07-21";"2011-07-21"
"16466";"wolfman";"England";"2010-07-21";"2011-07-21"
"16467";"graeme27uk";"England";"2010-07-21";"2011-07-21"
"16469";"leon1976";"Germany";"2010-07-21";"2019-03-07"
"16470";"allard92";"France";"2010-07-22";"2012-07-22"
"16471";"blork";"Canada";"2010-07-23";"2011-07-23"
"16472";"speeder";"France";"2010-07-24";"2021-11-22"
"16473";"Burke";"Germany";"2010-07-25";"2027-04-26"
"16474";"Atomacheart";"England";"2010-07-25";"2019-04-24"
"16475";"Menzogna";"Italy";"2010-07-26";"2025-06-02"
"16476";"Wagner";"Monaco";"2010-07-26";"2011-07-26"
"16477";"Tito_basilio";"Spain";"2010-07-26";"2011-07-26"
"16478";"Artedil";"Spain";"2010-07-26";"2013-06-02"
"16479";"Prae";"Spain";"2010-07-26";"2011-07-26"
